Name,customer_id,gender,age,city,state,pincode,occupation,employer_type,monthly_income,Loan_type,loan_account_number,loan_open_date,disbursal_date,disbursal_channel,sanction_amount,interest_rate,monthly_emi_amount,total_emi_count,emi_paid,months_past_due,dpd_days,last_payment_date,prepayment_flag,foreclosure_flag,outstanding_principal,principal_paid,interest_paid_to_date,cibil_score,total_active_loans,total_closed_loans,enquiries_last_6m,account_status,risk_grade,branch_code,ifsc_code
Ayaan Das,CUST00922,Male,62,Bhubaneswar,Odisha,134723,Salaried,NA,70609,Business Loan,LA5708685606556,2017-03-19,2017-03-19,DSA,136000,13.75,2948.3,66,21,0,0,2018-12-05,False,False,103210.43,32789.57,29124.73,766,1,2,2,Current,B,BR7726,MSBK0979227
Ira Bhat,CUST00923,Female,45,Hyderabad,Telangana,367249,Professional,Public Sector,433982,Gold Loan,LA2236367948268,2023-02-03,2023-02-03,Corporate Tie-up,1335000,10.17,55525.38,27,23,0,0,2024-12-23,False,False,217474.36,1117525.64,159558.1,779,1,11,1,Current,B,BR4447,MSBK0542480
Ira Mehta,CUST00924,Female,24,Jaipur,Rajasthan,360677,Salaried,Government,243858,Education Loan,LA7690836924852,2015-11-16,2015-11-16,DSA,1675000,12.89,27721.59,98,49,1,40,2019-11-24,False,False,1051856.39,623143.61,735214.3,739,3,9,2,SMA-1,C,BR3082,MSBK0323320
Aditya Bhat,CUST00925,Male,40,Chennai,Tamil Nadu,376738,Self-Employed,Private,254370,Gold Loan,LA4885883844702,2017-05-21,2017-05-21,Branch,417000,10.11,36682.26,12,6,3,93,2017-11-17,False,False,213746.65,203253.35,16840.21,694,2,11,4,NPA,D,BR9230,MSBK0949488
Rudra Reddy,CUST00926,Female,40,Indore,Madhya Pradesh,838418,Salaried,Proprietorship,212265,Gold Loan,LA2604723125569,2018-04-16,2018-04-16,Corporate Tie-up,1329000,9.45,100630.56,14,5,0,0,2018-09-12,False,False,871019.96,457980.04,45172.76,753,1,12,2,Current,B,BR4559,MSBK0533681
Reyansh Bansal,CUST00927,Female,51,Indore,Madhya Pradesh,587380,Professional,Public Sector,265895,Auto Loan,LA5787243376419,2018-08-29,2018-08-29,DSA,2218000,8.15,39051.38,72,1,0,0,2018-09-27,False,False,2194012.54,23987.46,15063.92,795,1,2,1,Current,B,BR5784,MSBK0869475
Aisha Gupta,CUST00928,Male,55,Bhubaneswar,Odisha,603590,Self-Employed,Public Sector,229729,Personal Loan,LA9233021042764,2016-12-28,2016-12-28,DSA,1767000,16.21,76212.59,28,4,5,157,2017-04-22,False,False,1553345.76,213654.24,91196.12,690,1,12,0,NPA,D,BR4174,MSBK0995441
Riya Kulkarni,CUST00929,Male,38,Jaipur,Rajasthan,401261,Salaried,Proprietorship,150913,Gold Loan,LA5709004090305,2020-11-09,2020-11-09,DSA,537000,9.04,35751.93,16,5,0,0,2021-04-07,False,False,376060.72,160939.28,17820.37,754,3,11,2,Current,B,BR2939,MSBK0996237
Anay Thakur,CUST00930,Male,33,Bhubaneswar,Odisha,249501,Professional,Proprietorship,236645,Education Loan,LA6427264051616,2015-01-06,2015-01-06,Corporate Tie-up,1494000,11.16,40067.71,46,34,0,0,2017-10-17,False,False,452966.08,1041033.92,321268.22,739,1,9,2,Current,B,BR4293,MSBK0432610
Rohan Rao,CUST00931,Female,26,Kochi,Kerala,660786,Salaried,Government,198140,Gold Loan,LA3908908125941,2016-04-25,2016-04-25,DSA,2181000,7.88,71783.77,34,20,0,0,2017-12-11,False,False,957164.06,1223835.94,211839.46,773,1,12,1,Current,B,BR5301,MSBK0226804
Harsh Khan,CUST00932,Male,40,Bhubaneswar,Odisha,447100,Salaried,Public Sector,212814,Business Loan,LA9250388236753,2019-03-14,2019-03-14,Online,15354000,13.24,1052089.38,16,8,4,125,2019-11-08,False,False,8013739.91,7340260.09,1076454.95,680,2,2,3,NPA,D,BR1772,MSBK0135503
Vihaan Joshi,CUST00933,Male,58,Kochi,Kerala,522067,Professional,NA,327000,Education Loan,LA1225172877723,2016-07-20,2016-07-20,Online,3822000,9.02,45756.42,132,109,0,0,2025-06-28,True,False,963138.31,2858861.69,2128588.09,778,2,11,3,Current,B,BR7240,MSBK0234458
Nisha Chatterjee,CUST00934,Female,51,Mumbai,Maharashtra,344795,Retired,Government,78008,Business Loan,LA9978442914307,2025-08-16,2025-08-16,Online,18100000,17.74,697074.89,33,4,2,67,2025-12-14,False,False,16343540.57,1756459.43,1031840.13,731,2,3,1,SMA-2,D,BR1942,MSBK0617476
Kabir Khan,CUST00935,Male,51,Chandigarh,Chandigarh,426440,Salaried,NA,120182,Gold Loan,LA2510295102831,2025-05-11,2025-05-11,DSA,1130000,10.71,36839.76,36,2,2,70,2025-07-06,False,False,1076252.2,53747.8,19931.72,723,1,2,2,SMA-2,D,BR2392,MSBK0943652
Anay Banerjee,CUST00936,Female,35,Hyderabad,Telangana,629293,Self-Employed,Proprietorship,336379,Education Loan,LA6518159926545,2021-04-24,2021-04-24,Online,1267000,9.64,16331.12,122,34,0,0,2024-02-04,False,False,1027541.16,239458.84,315799.24,779,4,2,1,Current,B,BR5476,MSBK0216163
Nisha Mehta,CUST00937,Female,68,Noida,Uttar Pradesh,523188,Salaried,Government,99409,Gold Loan,LA1206277967418,2022-12-29,2022-12-29,Online,1782000,8.25,67987.61,29,19,0,0,2024-07-19,False,False,654859.73,1127140.27,164624.32,747,2,1,1,Current,B,BR7392,MSBK0212810
Reyansh Naidu,CUST00938,Female,45,Gurgaon,Haryana,555159,Salaried,Public Sector,187346,Auto Loan,LA4649173879494,2015-01-05,2015-01-05,DSA,1389000,12.49,44443.94,38,28,0,0,2017-04-19,False,False,420021.53,968978.47,275451.85,766,0,4,3,Current,B,BR7605,MSBK0257307
Zara Shetty,CUST00939,Male,58,Chennai,Tamil Nadu,585274,Self-Employed,Private,128937,Auto Loan,LA9917158365604,2017-08-19,2017-08-19,Corporate Tie-up,1422000,10.07,26130.44,73,27,1,30,2019-11-03,False,False,993771.83,428228.17,277293.71,765,3,9,1,SMA-0,B,BR8499,MSBK0600474
Ananya Kaur,CUST00940,Female,31,Chandigarh,Chandigarh,483968,Professional,Government,469077,Gold Loan,LA4573949876939,2016-03-23,2016-03-23,Corporate Tie-up,1682000,11.58,59758.84,33,3,3,90,2016-06-20,False,False,1550153.21,131846.79,47429.73,777,1,0,0,NPA,D,BR9518,MSBK0204161
Diya Chatterjee,CUST00941,Male,33,Coimbatore,Tamil Nadu,497205,Self-Employed,Private,130985,Business Loan,LA9210733994332,2016-11-11,2016-11-11,Branch,10565000,16.56,195428.78,100,88,2,60,2024-01-31,True,False,2147661.67,8417338.33,8780394.31,690,2,8,0,SMA-1,C,BR9304,MSBK0369194
Sai Nair,CUST00942,Male,20,Patna,Bihar,501852,Salaried,Public Sector,41870,Gold Loan,LA7248890301269,2017-07-15,2017-07-15,Branch,1420000,10.26,95337.14,16,13,1,37,2018-08-09,False,False,281189.45,1138810.55,100572.27,721,3,10,0,SMA-1,C,BR2418,MSBK0363794
Anay Pillai,CUST00943,Female,39,Indore,Madhya Pradesh,535130,Student,Private,12840,Auto Loan,LA4015005647515,2022-02-16,2022-02-16,DSA,2681000,9.79,86244.24,36,17,0,0,2023-07-10,False,False,1512259.25,1168740.75,297411.33,756,1,0,0,Current,B,BR4071,MSBK0113886
Reyansh Ghosh,CUST00944,Male,53,Bhopal,Madhya Pradesh,647238,Salaried,NA,163509,Business Loan,LA9674019867564,2016-01-13,2016-01-13,DSA,592000,17.41,12472.73,81,44,4,120,2019-08-22,False,False,355165.21,236834.79,311965.33,638,3,3,1,NPA,D,BR4020,MSBK0444850
Ishaan Pillai,CUST00945,Female,53,Noida,Uttar Pradesh,716366,Salaried,Private,65932,Auto Loan,LA8270536712853,2019-02-10,2019-02-10,Online,1472000,9.5,24262.81,83,33,0,0,2021-10-27,False,False,998599.62,473400.38,327272.35,766,3,10,0,Current,B,BR6550,MSBK0377907
Mira Singh,CUST00946,Male,56,Ahmedabad,Gujarat,669005,Professional,Private,175467,Gold Loan,LA4649716136610,2020-03-06,2020-03-06,Online,2160000,10.52,176528.11,13,13,0,0,2021-03-27,False,False,0.0,2160000.0,134865.43,765,2,1,3,Closed,B,BR6462,MSBK0281547
Ishaan Shetty,CUST00947,Male,28,Pune,Maharashtra,148108,Salaried,Government,175565,Home Loan,LA9726726151339,2019-04-23,2019-04-23,DSA,21035000,8.94,225469.42,160,47,0,0,2023-03-01,False,False,17182303.44,3852696.56,6744366.18,792,1,12,3,Current,B,BR3545,MSBK0845142
Krishna Joshi,CUST00948,Female,59,Bengaluru,Karnataka,349301,Self-Employed,Private,276017,Personal Loan,LA7526298531070,2016-10-23,2016-10-23,Branch,2535000,17.45,79707.54,43,37,0,0,2019-11-05,False,False,454818.43,2080181.57,868997.41,733,5,4,0,Current,B,BR6370,MSBK0664721
Aisha Shetty,CUST00949,Female,21,Chandigarh,Chandigarh,229403,Salaried,NA,207298,Education Loan,LA7993203343920,2021-08-30,2021-08-30,Branch,588000,10.63,9507.54,90,48,0,0,2025-08-06,False,False,332236.36,255763.64,200598.28,757,2,8,1,Current,B,BR5520,MSBK0559111
Ira Gupta,CUST00950,Female,46,Kochi,Kerala,158336,Salaried,Public Sector,42090,Gold Loan,LA9440808087279,2017-10-03,2017-10-03,Online,1881000,8.1,111328.76,18,18,0,0,2019-03-27,False,True,0.0,1881000.0,122917.68,743,0,11,0,Closed,B,BR9533,MSBK0184401
Anika Khan,CUST00951,Female,24,Patna,Bihar,117206,Salaried,Government,216131,Business Loan,LA9807436369906,2024-05-06,2024-05-06,DSA,2563000,12.02,102275.07,29,10,0,0,2025-02-27,False,False,1761509.26,801490.74,221259.96,734,0,0,1,Current,B,BR4453,MSBK0518799
Vihaan Reddy,CUST00952,Male,67,New Delhi,Delhi,490318,Professional,Private,262999,Auto Loan,LA9445964025126,2024-02-20,2024-02-20,Corporate Tie-up,1020000,9.06,31700.37,37,2,0,0,2024-04-20,False,False,971820.06,48179.94,15220.8,760,2,8,0,Current,B,BR9910,MSBK0570415
Kiara Verma,CUST00953,Male,66,Mumbai,Maharashtra,198569,Salaried,Private,225145,Auto Loan,LA1181519979890,2024-04-30,2024-04-30,Online,2777000,9.28,74700.54,44,11,0,0,2025-03-25,False,False,2168352.33,608647.67,213058.27,767,3,10,1,Current,B,BR3520,MSBK0465891
Anay Chauhan,CUST00954,Male,54,Pune,Maharashtra,439419,Salaried,Private,42889,Home Loan,LA7645154205095,2022-05-12,2022-05-12,Online,7776000,9.59,72545.15,244,1,0,0,2022-06-08,False,False,7765598.05,10401.95,62143.2,778,1,9,4,Current,B,BR5306,MSBK0157325
Krishna Banerjee,CUST00955,Male,39,Bhubaneswar,Odisha,469577,Professional,Public Sector,199913,Auto Loan,LA3055273535701,2017-12-25,2017-12-25,Corporate Tie-up,2931000,8.21,46401.07,83,24,0,0,2019-12-12,False,False,2246302.85,684697.15,428928.53,775,5,4,0,Current,B,BR3757,MSBK0586651
Mira Pillai,CUST00956,Male,65,Kochi,Kerala,496966,Salaried,Private,101478,Business Loan,LA2389199566144,2017-02-11,2017-02-11,Online,5382000,12.26,80898.99,112,16,2,63,2018-06-04,False,False,4934058.37,447941.63,846442.21,709,5,1,1,SMA-2,D,BR3462,MSBK0458782
Ishaan Bhat,CUST00957,Female,43,Ahmedabad,Gujarat,181761,Salaried,Government,131626,Personal Loan,LA8095696637765,2017-02-15,2017-02-15,DSA,1004000,15.15,27601.92,49,22,1,33,2018-12-02,False,False,628193.75,375806.25,231435.99,725,4,11,0,SMA-1,C,BR7779,MSBK0671617
Rohan Patel,CUST00958,Male,30,Indore,Madhya Pradesh,812426,Salaried,NA,222387,Auto Loan,LA3990725271400,2019-04-16,2019-04-16,Online,1367000,8.3,22306.37,80,70,0,0,2025-01-13,True,False,214807.54,1152192.46,409253.44,750,0,1,0,Current,B,BR2681,MSBK0960423
Aisha Gupta,CUST00959,Female,46,Hyderabad,Telangana,672535,Salaried,NA,191236,Business Loan,LA4543074926460,2016-12-11,2016-12-11,Branch,11747000,13.13,191713.34,102,81,0,0,2023-08-06,False,False,3579538.49,8167461.51,7361319.03,747,2,7,0,Current,B,BR6034,MSBK0507632
Ira Das,CUST00960,Male,42,Coimbatore,Tamil Nadu,281973,Salaried,Government,92814,Business Loan,LA2153992069224,2019-01-26,2019-01-26,DSA,11755000,12.89,330796.59,45,26,3,100,2021-03-11,False,False,5657913.87,6097086.13,2503625.21,714,2,11,2,NPA,D,BR7114,MSBK0512896
Arjun Khan,CUST00961,Female,20,Patna,Bihar,318992,Salaried,Public Sector,223824,Home Loan,LA3268415704387,2024-12-16,2024-12-16,Branch,3994000,9.63,37834.58,235,0,1,40,,False,False,3994000.0,0.0,0.0,758,2,9,2,SMA-1,C,BR9554,MSBK0430252
Saanvi Mehta,CUST00962,Female,48,Gurgaon,Haryana,725568,Salaried,Government,28315,Auto Loan,LA9030797628222,2015-08-25,2015-08-25,Corporate Tie-up,628000,9.65,9984.3,88,83,0,0,2022-06-14,False,False,48739.4,579260.6,249436.3,701,2,7,4,Current,C,BR5917,MSBK0962515
Vivaan Joshi,CUST00963,Other,49,Noida,Uttar Pradesh,185473,Self-Employed,Private,170748,Personal Loan,LA1344540155562,2025-07-11,2025-07-11,Branch,353000,15.38,11122.93,41,4,0,0,2025-11-06,False,False,326093.64,26906.36,17585.36,781,1,6,3,Current,B,BR7970,MSBK0783245
Ishita Reddy,CUST00964,Male,49,Ahmedabad,Gujarat,247816,Salaried,Private,144657,Auto Loan,LA3366636018774,2023-04-05,2023-04-05,Online,1076000,11.87,29228.75,46,5,0,0,2023-09-01,False,False,981216.74,94783.26,51360.49,783,6,6,0,Current,B,BR3342,MSBK0292997
Anay Chatterjee,CUST00965,Male,23,Hyderabad,Telangana,306906,Salaried,Government,212965,Auto Loan,LA4681938395077,2020-12-03,2020-12-03,Branch,325000,11.92,9153.79,44,1,0,0,2020-12-29,False,False,319074.54,5925.46,3228.33,754,2,5,1,Current,B,BR9881,MSBK0364657
Krishna Chatterjee,CUST00966,Female,23,Ahmedabad,Gujarat,181761,Salaried,Proprietorship,175828,Personal Loan,LA9978493010972,2017-06-29,2017-06-29,Branch,398000,11.46,7822.47,70,69,1,40,2023-02-25,False,False,7748.47,390251.53,149498.9,707,2,4,5,SMA-1,C,BR1170,MSBK0156079
Anirudh Singh,CUST00967,Female,36,New Delhi,Delhi,622844,Self-Employed,Public Sector,385179,Education Loan,LA3785146439240,2016-07-30,2016-07-30,DSA,1637000,14.18,61734.4,32,29,5,157,2018-12-15,False,False,180910.93,1456089.07,334208.53,664,2,5,1,NPA,D,BR7078,MSBK0316459
Aisha Joshi,CUST00968,Male,47,Hyderabad,Telangana,639122,Salaried,NA,135846,Education Loan,LA7282531811497,2021-07-14,2021-07-14,Corporate Tie-up,3062000,12.59,43265.51,130,50,0,0,2025-08-17,False,False,2334516.85,727483.15,1435792.35,738,4,6,3,Current,B,BR2523,MSBK0867273
Nisha Gupta,CUST00969,Male,30,Noida,Uttar Pradesh,179498,Salaried,Proprietorship,172456,Education Loan,LA4696904108479,2023-01-27,2023-01-27,Corporate Tie-up,496000,9.55,7922.55,87,36,0,0,2026-01-07,False,False,331039.72,164960.28,120251.52,784,3,1,1,Current,B,BR4870,MSBK0924646
Tara Pillai,CUST00970,Male,62,Jaipur,Rajasthan,114882,Salaried,Proprietorship,95625,Home Loan,LA9445522646144,2022-01-23,2022-01-23,Corporate Tie-up,18270000,10.07,216033.89,148,48,0,0,2025-12-30,False,False,14581684.07,3688315.93,6681310.79,792,3,0,4,Current,B,BR6557,MSBK0483833
Zara Khan,CUST00971,Female,23,Pune,Maharashtra,271748,Self-Employed,Government,117479,Business Loan,LA7505230366727,2023-03-18,2023-03-18,Corporate Tie-up,7300000,16.35,162462.65,70,17,4,127,2024-08-09,False,False,6103912.2,1196087.8,1565777.25,726,1,3,1,NPA,D,BR1322,MSBK0790995
Tara Mukherjee,CUST00972,Female,51,Visakhapatnam,Andhra Pradesh,353676,Salaried,Private,200387,Business Loan,LA4617554624774,2019-02-22,2019-02-22,DSA,17463000,14.97,536709.91,42,14,1,40,2020-04-14,False,False,12618299.44,4844700.56,2669238.18,699,3,11,1,SMA-1,C,BR5717,MSBK0250082
Mira Sharma,CUST00973,Female,51,Indore,Madhya Pradesh,555574,Professional,Government,120311,Business Loan,LA3010760493197,2022-06-20,2022-06-20,Corporate Tie-up,15470000,16.21,557614.03,35,0,0,0,,False,False,15470000.0,0.0,0.0,774,3,0,0,Current,B,BR9819,MSBK0421146
Atharv Bansal,CUST00974,Female,40,Visakhapatnam,Andhra Pradesh,442910,Self-Employed,Public Sector,111833,Home Loan,LA7889967872995,2015-12-04,2015-12-04,Branch,16324000,9.02,137336.14,299,93,1,37,2023-07-22,False,False,14364289.74,1959710.26,10812550.76,751,1,11,1,SMA-1,C,BR4547,MSBK0307166
Ishita Banerjee,CUST00975,Male,39,Jaipur,Rajasthan,298891,Self-Employed,Public Sector,112889,Education Loan,LA8889526065360,2018-02-07,2018-02-07,Corporate Tie-up,1121000,12.63,22080.36,73,58,0,0,2022-11-10,False,False,304905.41,816094.59,464566.29,782,2,0,1,Current,B,BR7058,MSBK0642710
Ishita Banerjee,CUST00976,Male,24,Coimbatore,Tamil Nadu,523344,Salaried,Private,140537,Gold Loan,LA3820487918675,2015-08-27,2015-08-27,Branch,1873000,10.81,90527.15,23,0,0,0,,False,False,1873000.0,0.0,0.0,806,2,4,0,Current,A,BR1408,MSBK0290221
Yash Roy,CUST00977,Male,51,Bengaluru,Karnataka,481201,Salaried,Public Sector,162358,Education Loan,LA6155298318289,2025-02-25,2025-02-25,Online,3126000,13.73,73154.67,59,10,0,0,2025-12-20,False,False,2732270.38,393729.62,337817.08,795,2,1,0,Current,B,BR6668,MSBK0589693
Aisha Chauhan,CUST00978,Male,22,Bhubaneswar,Odisha,139649,Professional,Public Sector,71174,Education Loan,LA7194671643106,2021-08-11,2021-08-11,DSA,1322000,12.67,32698.08,53,52,0,0,2025-11-14,False,False,32356.45,1289643.55,410656.61,770,3,8,1,Current,B,BR5117,MSBK0251716
Rohan Kulkarni,CUST00979,Female,22,Bhopal,Madhya Pradesh,724208,Self-Employed,NA,358215,Personal Loan,LA9092490774360,2024-03-20,2024-03-20,Branch,813000,19.88,75265.17,12,11,4,120,2025-02-11,False,False,74038.6,738961.4,88955.47,679,2,3,1,NPA,D,BR2371,MSBK0698688
Ayaan Mahajan,CUST00980,Male,60,Bengaluru,Karnataka,204067,Salaried,Government,38251,Personal Loan,LA5590719864785,2024-03-16,2024-03-16,Branch,896000,16.84,56675.74,18,15,0,0,2025-06-05,False,False,165364.43,730635.57,119500.53,723,1,0,0,Current,B,BR1374,MSBK0250884
Riya Bansal,CUST00981,Male,23,Pune,Maharashtra,785834,Professional,Public Sector,132712,Home Loan,LA8650300071892,2025-03-27,2025-03-27,Online,15573000,8.92,173860.7,148,5,1,30,2025-08-22,False,False,15278141.91,294858.09,574445.41,752,2,8,0,SMA-0,B,BR6029,MSBK0996098
Zara Shetty,CUST00982,Female,45,Chandigarh,Chandigarh,523165,Salaried,NA,95279,Business Loan,LA1092604353337,2019-11-03,2019-11-03,Online,16035000,14.9,1052107.93,17,9,3,93,2020-07-29,False,False,7965390.68,8069609.32,1399362.05,706,2,7,0,NPA,D,BR4627,MSBK0544832
Zara Reddy,CUST00983,Male,37,Kochi,Kerala,781406,Salaried,Private,235120,Home Loan,LA3049310142334,2020-05-14,2020-05-14,Online,7328000,10.05,93128.83,129,30,2,67,2022-10-26,False,False,6250023.36,1077976.64,1715888.26,759,1,3,0,SMA-2,D,BR7502,MSBK0747068
Aarav Thakur,CUST00984,Female,43,Coimbatore,Tamil Nadu,754974,Self-Employed,Proprietorship,213739,Home Loan,LA2360177152384,2025-08-27,2025-08-27,Corporate Tie-up,20419000,10.37,245027.02,148,2,0,0,2025-10-23,False,False,20281261.75,137738.25,352315.79,759,1,3,1,Current,B,BR7767,MSBK0398696
Aarav Joshi,CUST00985,Female,19,Patna,Bihar,321940,Salaried,Proprietorship,50337,Personal Loan,LA6261927863367,2021-11-12,2021-11-12,Corporate Tie-up,927000,12.97,54232.75,19,0,1,30,,False,False,927000.0,0.0,0.0,743,3,8,3,SMA-0,B,BR4145,MSBK0989636
Ishaan Nair,CUST00986,Male,55,Mumbai,Maharashtra,704831,Professional,Public Sector,185057,Business Loan,LA6732698129832,2022-03-31,2022-03-31,Branch,12650000,17.08,273469.58,76,16,0,0,2023-07-23,False,False,10984649.97,1665350.03,2710163.25,766,1,0,0,Current,B,BR3873,MSBK0356403
Kabir Kaur,CUST00987,Female,65,Chandigarh,Chandigarh,615062,Salaried,Public Sector,185812,Auto Loan,LA4502395645492,2019-05-02,2019-05-02,Online,2766000,11.53,60873.22,60,47,0,0,2023-03-12,False,False,740588.7,2025411.3,835630.04,762,2,0,0,Current,B,BR4676,MSBK0611970
Atharv Das,CUST00988,Other,27,Bhubaneswar,Odisha,601725,Self-Employed,Public Sector,100493,Education Loan,LA5363112758480,2017-06-23,2017-06-23,Online,3344000,13.65,144540.47,27,9,0,0,2018-03-15,False,False,2340687.48,1003312.52,297551.71,755,4,2,2,Current,B,BR3226,MSBK0846434
Tara Verma,CUST00989,Male,30,Indore,Madhya Pradesh,846711,Salaried,Proprietorship,89786,Business Loan,LA8217714624504,2020-03-08,2020-03-08,Online,13693000,17.06,267725.83,92,8,2,65,2020-11-01,False,False,13078620.58,614379.42,1527427.22,695,1,2,0,SMA-2,D,BR8175,MSBK0713628
Ananya Shetty,CUST00990,Female,24,Bengaluru,Karnataka,497369,Self-Employed,NA,183048,Home Loan,LA7374876887245,2015-12-15,2015-12-15,Branch,14849000,10.06,190450.67,127,72,0,0,2021-11-12,False,False,8364382.63,6484617.37,7227830.87,774,1,2,0,Current,B,BR1292,MSBK0585884
Pari Iyer,CUST00991,Female,20,Bengaluru,Karnataka,799678,Professional,Public Sector,106301,Personal Loan,LA9106376949359,2024-05-21,2024-05-21,DSA,1647000,15.74,37812.82,65,6,0,0,2024-11-17,False,False,1546496.4,100503.6,126373.32,748,1,7,2,Current,B,BR7314,MSBK0251326
Sai Yadav,CUST00992,Female,60,Gurgaon,Haryana,396736,Professional,Public Sector,443234,Home Loan,LA9552023002149,2022-01-22,2022-01-22,DSA,24658000,10.35,329093.95,121,38,0,0,2025-03-04,False,False,19449286.32,5208713.68,7296856.42,758,1,4,0,Current,B,BR7240,MSBK0134724
Aarav Yadav,CUST00993,Male,63,Mumbai,Maharashtra,324818,Salaried,Private,35125,Personal Loan,LA4553068047804,2021-10-31,2021-10-31,Branch,2867000,18.87,144340.49,24,2,0,0,2021-12-29,False,False,2666925.36,200074.64,88606.34,750,4,9,0,Current,B,BR8138,MSBK0546766
Aarohi Verma,CUST00994,Female,53,Pune,Maharashtra,560433,Student,Private,4834,Auto Loan,LA3437221063035,2021-06-09,2021-06-09,DSA,2205000,10.67,34474.72,95,35,1,37,2024-04-19,False,False,1597663.49,607336.51,599278.69,761,1,9,1,SMA-1,C,BR1047,MSBK0164201
Diya Pillai,CUST00995,Male,34,Patna,Bihar,330310,Salaried,Private,226979,Auto Loan,LA7176173187610,2024-09-11,2024-09-11,Online,1130000,8.06,16129.1,95,0,0,0,,True,False,1130000.0,0.0,0.0,802,2,12,0,Current,A,BR1133,MSBK0536132
Aarav Bhat,CUST00996,Female,38,Noida,Uttar Pradesh,845113,Salaried,Government,69323,Auto Loan,LA1859971486032,2024-09-07,2024-09-07,Corporate Tie-up,2958000,12.05,56327.08,75,0,0,0,,False,False,2958000.0,0.0,0.0,781,3,3,2,Current,B,BR7851,MSBK0670744
Rohan Roy,CUST00997,Male,31,Noida,Uttar Pradesh,296253,Salaried,Public Sector,158761,Business Loan,LA2352558654124,2020-08-13,2020-08-13,Branch,11950000,12.89,285080.74,56,45,0,0,2024-04-21,False,False,2942845.13,9007154.87,3821478.43,732,3,7,2,Current,B,BR6202,MSBK0794239
Aisha Das,CUST00998,Male,57,Coimbatore,Tamil Nadu,312467,Salaried,Government,57336,Personal Loan,LA5873198315765,2015-07-10,2015-07-10,Online,704000,13.16,19904.86,45,33,1,30,2018-03-23,True,False,222668.44,481331.56,175528.82,719,3,10,0,SMA-0,C,BR3234,MSBK0698081
Harsh Reddy,CUST00999,Female,34,Noida,Uttar Pradesh,111716,Self-Employed,Public Sector,317646,Business Loan,LA8877891196406,2025-10-23,2025-10-23,Corporate Tie-up,12722000,14.49,469704.44,33,3,0,0,2026-01-10,False,False,11762244.82,959755.18,449358.14,783,3,6,0,Current,B,BR4140,MSBK0633751
Mira Iyer,CUST01000,Male,45,Hyderabad,Telangana,720393,Salaried,NA,244488,Education Loan,LA8084529446877,2021-10-10,2021-10-10,Online,3314000,10.26,46861.18,109,36,1,37,2024-09-23,False,False,2536862.68,777137.32,909865.16,718,3,0,0,SMA-1,C,BR1328,MSBK0975865
Vivaan Kulkarni,CUST01001,Male,30,Gurgaon,Haryana,182257,Salaried,Private,146377,Personal Loan,LA5965424674992,2025-04-06,2025-04-06,Branch,837000,11.14,23697.01,43,6,0,0,2025-09-28,False,False,739193.37,97806.63,44375.43,781,2,0,0,Current,B,BR8816,MSBK0832216
Jia Verma,CUST01002,Female,45,Kochi,Kerala,826569,Student,Proprietorship,1028,Auto Loan,LA6839126127192,2016-10-19,2016-10-19,Branch,1660000,9.38,26160.27,88,49,0,0,2020-10-28,False,False,876480.65,783519.35,498333.88,741,0,11,3,Current,B,BR9173,MSBK0874592
